ticket_id,customer_id,open_date_id,support_channel,contact_reason,ticket_status
1456,2847,20201001,Social Media,Technical issue,In Progress
1457,2050,20250527,Social Media,Technical issue,In Progress
1458,3841,20220119,Social Media,Information,Pending
1459,1788,20240216,App,Information,Pending
1460,4759,20120926,App,Information,Pending
1461,816,20210607,Website,Invoice question,In Progress
1462,330,20221123,App,Cancellation request,Pending
1463,4087,20110626,Social Media,Complaint,In Progress
1464,4699,20010318,Social Media,Information,Resolved
1465,3676,20241222,Website,Invoice question,Pending
1466,2708,20130908,Store,Cancellation request,Resolved
1467,4939,20240614,Website,Invoice question,Resolved
1468,1342,20231219,Social Media,Information,Resolved
1469,2514,20000306,Website,Cancellation request,Pending
1470,3298,20120229,Phone,Information,In Progress
1471,4934,20210313,App,Invoice question,Pending
1472,1727,20241218,App,Information,In Progress
1473,3255,19980228,Social Media,Cancellation request,Resolved
1474,489,20140804,Store,Plan change,Pending
1475,3849,20240707,App,Information,Pending
1476,3232,20241210,Phone,Cancellation request,In Progress
1477,2152,20230221,Store,Plan change,In Progress
1478,2216,20230217,App,Cancellation request,Pending
1479,798,20200808,Website,Technical issue,In Progress
1480,2027,20070309,Store,Complaint,Resolved
1481,4630,20021231,App,Technical issue,In Progress
1482,3448,19960304,Website,Plan change,Pending
1483,4534,20240109,Phone,Plan change,In Progress
1484,4958,20250602,Phone,Invoice question,Resolved
1485,759,20060901,Social Media,Invoice question,Pending
1486,4225,20240526,App,Invoice question,In Progress
1487,2991,20250428,Phone,Complaint,Pending
1488,1388,20190106,Phone,Cancellation request,Pending
1489,1160,20250201,Website,Cancellation request,Resolved
1490,553,19991005,Phone,Information,Resolved
1491,1394,20050521,Phone,Information,In Progress
1492,4797,20130601,App,Cancellation request,Pending
1493,2802,20220410,Phone,Complaint,In Progress
1494,4209,20250606,Social Media,Invoice question,Pending
1495,2088,20231029,Phone,Technical issue,Pending
1496,2695,20150404,Phone,Invoice question,In Progress
1497,4587,20090821,Social Media,Cancellation request,Resolved
1498,92,20060909,Website,Complaint,Resolved
1499,6,20240305,Store,Plan change,In Progress
1500,3122,20180805,Social Media,Complaint,Resolved
1501,2371,20201126,App,Cancellation request,In Progress
1502,2496,19961020,App,Invoice question,Pending
1503,1639,20111211,Social Media,Technical issue,In Progress
1504,2917,20100330,Social Media,Information,Pending
1505,1603,20171117,Website,Invoice question,Resolved
1506,1221,20250608,Phone,Technical issue,Resolved
1507,1310,20200501,Store,Plan change,Resolved
1508,593,20230706,Phone,Information,Pending
1509,817,20040630,Social Media,Complaint,Resolved
1510,678,19981210,Phone,Complaint,In Progress
1511,3757,20240820,Store,Technical issue,Pending
1512,3707,20130416,App,Plan change,Resolved
1513,2338,20170404,Social Media,Complaint,Pending
1514,2898,20210610,Website,Technical issue,Resolved
1515,1157,20221116,Social Media,Technical issue,Resolved
1516,4056,20240920,App,Technical issue,In Progress
1517,3120,20121126,Website,Plan change,Pending
1518,3770,20241120,App,Technical issue,Pending
1519,3282,20240215,Phone,Cancellation request,In Progress
1520,2199,20191002,Website,Cancellation request,Pending
1521,71,20180711,Social Media,Technical issue,Pending
1522,3484,20200420,Social Media,Complaint,Resolved
1523,550,20250611,Website,Information,Resolved
1524,3223,20130613,Store,Information,In Progress
1525,786,20240108,Social Media,Cancellation request,Pending
1526,482,20240724,Website,Complaint,Pending
1527,1402,20210926,Website,Information,Pending
1528,2559,20201223,Phone,Information,Resolved
1529,306,20250524,App,Complaint,Pending
1530,4505,19880802,App,Plan change,Pending
1531,4670,20191119,Social Media,Complaint,In Progress
1532,2346,20241119,App,Complaint,Resolved
1533,75,20241207,Phone,Cancellation request,In Progress
1534,4521,20190902,App,Complaint,Pending
1535,754,20170607,Store,Invoice question,Resolved
1536,2765,20190916,Website,Information,Resolved
1537,2486,20241220,Store,Cancellation request,Pending
1538,862,20250107,Website,Complaint,Pending
1539,2886,20250224,Store,Plan change,In Progress
1540,2717,20250223,Social Media,Invoice question,Pending
1541,4086,20190530,Store,Technical issue,Pending
1542,1331,20201024,Website,Technical issue,Resolved
1543,1906,19840116,Phone,Invoice question,Resolved
1544,1752,20201129,Store,Invoice question,Pending
1545,3156,20000812,Website,Invoice question,Resolved
1546,2479,20180418,App,Cancellation request,Pending
1547,771,20240529,App,Technical issue,Resolved
1548,4387,20250412,Social Media,Complaint,In Progress
1549,3872,20210403,App,Plan change,Resolved
1550,4016,20051106,Phone,Technical issue,Pending
1551,3031,20111212,Website,Cancellation request,Resolved
1552,4134,20161023,Website,Cancellation request,In Progress
1553,658,20180121,Social Media,Invoice question,Resolved
1554,2941,20211030,Store,Technical issue,Pending
1555,1198,20191029,App,Complaint,In Progress
1556,1066,20230311,App,Invoice question,Resolved
1557,1767,20170814,Phone,Invoice question,Resolved
1558,2960,20250523,Website,Cancellation request,In Progress
1559,3912,20250518,Social Media,Complaint,Pending
1560,3117,20230628,App,Plan change,Resolved
1561,2010,20220728,App,Invoice question,Resolved
1562,1797,20230610,Website,Cancellation request,In Progress
1563,1565,20121021,App,Complaint,Pending
1564,2328,19761202,Social Media,Information,Pending
1565,4004,20140326,Social Media,Technical issue,Resolved
1566,192,20250321,App,Information,Resolved
1567,568,20241210,App,Technical issue,Resolved
1568,1026,20210408,Website,Cancellation request,Pending
1569,3806,20220514,Website,Plan change,Resolved
1570,1780,20210410,App,Cancellation request,Pending
1571,3794,20161006,App,Cancellation request,In Progress
1572,2378,20220523,Website,Plan change,Pending
1573,4738,20200109,App,Complaint,Resolved
1574,3274,20050523,App,Information,In Progress
1575,3361,20230104,Store,Information,Pending
1576,3410,20241219,App,Invoice question,In Progress
1577,4372,20041209,Social Media,Information,Resolved
1578,2860,19921012,Social Media,Plan change,Resolved
1579,4142,20141225,Social Media,Information,In Progress
1580,4054,20060527,App,Invoice question,In Progress
1581,2483,19990828,Website,Cancellation request,Pending
1582,1754,20200217,Website,Plan change,In Progress
1583,3417,20100518,Social Media,Plan change,In Progress
1584,1909,20231126,App,Plan change,Resolved
1585,562,20250609,Store,Invoice question,Resolved
1586,1807,20250505,App,Technical issue,In Progress
1587,3065,19760316,Social Media,Plan change,Resolved
1588,1817,20220402,Phone,Cancellation request,Pending
1589,2293,20250118,Store,Invoice question,Resolved
1590,2148,20241224,Phone,Invoice question,Pending
1591,4386,20240920,Phone,Plan change,Pending
1592,3495,20061230,Website,Technical issue,Pending
1593,3024,20220104,Store,Information,Pending
1594,3407,20240809,App,Plan change,In Progress
1595,928,20250411,Website,Information,In Progress
1596,696,20200719,Store,Plan change,In Progress
1597,3297,20030117,Phone,Technical issue,Resolved
1598,3474,20180930,Store,Technical issue,In Progress
1599,2120,19820701,Store,Cancellation request,Pending
1600,429,20151129,App,Technical issue,In Progress
1601,2022,20250608,Phone,Invoice question,In Progress
1602,2320,20230220,Social Media,Technical issue,Resolved
1603,2696,20031118,Phone,Complaint,In Progress
1604,2247,19890129,Social Media,Information,Resolved
1605,4293,19930814,Website,Information,In Progress
1606,454,20100823,Store,Technical issue,Pending
1607,2654,20140824,Social Media,Invoice question,Pending
1608,2340,20181211,Store,Invoice question,Resolved
1609,3866,20181105,App,Invoice question,Pending
1610,3169,20191001,App,Invoice question,Pending
1611,2043,20211027,Phone,Invoice question,In Progress
1612,1541,20250102,Social Media,Technical issue,In Progress
1613,1772,20240824,App,Invoice question,Pending
1614,2385,20170308,Social Media,Complaint,Pending
1615,2350,20040128,Website,Complaint,Pending
1616,733,20250130,Store,Complaint,Pending
1617,1794,20121118,Store,Invoice question,In Progress
1618,4176,20161127,Store,Invoice question,Pending
1619,4943,20230721,Phone,Invoice question,Resolved
1620,4975,20220525,Phone,Information,Resolved
1621,4076,20200410,App,Complaint,In Progress
1622,2348,20220425,App,Technical issue,Resolved
1623,2473,20130704,Social Media,Information,In Progress
1624,3219,20190312,Phone,Complaint,In Progress
1625,2599,20011214,App,Complaint,Resolved
1626,4825,20060824,Website,Plan change,In Progress
1627,3762,20240413,Phone,Technical issue,Pending
1628,4612,20250508,Phone,Cancellation request,In Progress
1629,2497,19980328,Social Media,Cancellation request,Resolved
1630,3924,20250106,Website,Information,Resolved
1631,4116,20181218,Store,Cancellation request,In Progress
1632,777,20200903,Social Media,Invoice question,In Progress
1633,2083,20170710,Website,Information,In Progress
1634,2061,20181202,Store,Complaint,Resolved
1635,2858,20250217,Social Media,Cancellation request,Resolved
1636,2535,20061126,App,Plan change,Resolved
1637,812,20250222,App,Invoice question,Resolved
1638,1057,20061004,App,Complaint,In Progress
1639,2475,20250517,Social Media,Invoice question,In Progress
1640,4829,20111115,Social Media,Technical issue,Pending
1641,2996,20100320,Social Media,Information,Pending
1642,1316,20240908,Website,Cancellation request,In Progress
1643,4381,20250610,App,Invoice question,In Progress
1644,896,20220117,Website,Invoice question,In Progress
1645,1154,20240716,Store,Cancellation request,Resolved
1646,146,20130116,Website,Technical issue,In Progress
1647,3576,20220626,Social Media,Technical issue,In Progress
1648,1113,20100717,Website,Information,Pending
1649,2319,20230511,Store,Technical issue,Pending
1650,636,20231030,Social Media,Plan change,In Progress
1651,979,20240929,Phone,Information,Pending
1652,376,19951218,App,Complaint,Pending
1653,4692,20071111,App,Complaint,Pending
1654,3939,20210505,Website,Complaint,Pending
1655,4723,20211013,Social Media,Invoice question,Pending
1656,4729,20210208,App,Information,Pending
1657,136,20220512,Phone,Complaint,In Progress
1658,1816,20210904,Phone,Technical issue,Resolved
1659,3974,20171215,Website,Plan change,Pending
1660,4088,20050921,App,Plan change,Resolved
1661,1775,20240421,Website,Complaint,Resolved
1662,2519,20250129,Website,Information,Pending
1663,1655,20250217,Social Media,Technical issue,In Progress
1664,2334,20000910,Phone,Technical issue,In Progress
1665,763,20181114,Phone,Information,Resolved
1666,1919,20110115,App,Technical issue,Resolved
1667,2902,20161217,Website,Complaint,In Progress
1668,1945,20171226,Phone,Information,Pending
1669,3097,20060429,Store,Invoice question,Pending
1670,4642,20090320,App,Cancellation request,Pending
1671,2839,20200201,Website,Technical issue,Resolved
1672,1917,20230113,Phone,Cancellation request,Pending
1673,3498,20190406,Social Media,Cancellation request,In Progress
1674,4011,20120724,Store,Complaint,Pending
1675,2754,20030704,Website,Invoice question,In Progress
1676,1001,20200820,Social Media,Information,Pending
1677,2232,20211117,Phone,Cancellation request,Pending
1678,1649,20220818,Phone,Plan change,Pending
1679,1884,20110326,App,Invoice question,Resolved
1680,68,20240421,Social Media,Cancellation request,Resolved
1681,1363,20230529,App,Invoice question,Resolved
1682,990,20190110,Social Media,Technical issue,Resolved
1683,1305,20190404,App,Invoice question,Resolved
1684,4361,20250419,Phone,Complaint,Resolved
1685,2368,20250504,Website,Plan change,Resolved
1686,4963,20171217,Social Media,Technical issue,Pending
1687,2439,20200723,Website,Information,Pending
1688,2243,20230609,Store,Technical issue,Pending
1689,1740,20250329,App,Cancellation request,Resolved
1690,2104,20250211,Store,Plan change,Pending
1691,1657,19970130,App,Complaint,In Progress
1692,543,19950328,App,Plan change,In Progress
1693,2331,20241229,Phone,Invoice question,Resolved
1694,1823,20170806,App,Complaint,Pending
1695,1049,20240518,Social Media,Complaint,In Progress
1696,913,20220209,App,Cancellation request,Resolved
1697,3391,20030605,Phone,Invoice question,In Progress
1698,2247,20220807,App,Cancellation request,In Progress
1699,2885,20160116,Phone,Invoice question,Pending
1700,1095,20220816,App,Plan change,Pending
1701,3966,20250402,Website,Technical issue,Pending
1702,1466,20230510,Phone,Invoice question,Pending
1703,2886,20250228,Social Media,Complaint,Resolved
1704,4776,20210720,Phone,Information,In Progress
1705,1268,20221108,Social Media,Cancellation request,Pending
1706,4787,20100308,Phone,Technical issue,In Progress
1707,2314,20020406,Store,Technical issue,Pending
1708,925,20161215,Store,Cancellation request,Pending
1709,759,20180702,Store,Technical issue,Pending
1710,2368,20250504,App,Invoice question,In Progress
1711,1433,19980511,Website,Plan change,Pending
1712,4327,20121026,App,Plan change,Resolved
1713,4673,20231103,App,Technical issue,Pending
1714,3084,20220831,Store,Plan change,Pending
1715,4709,20221125,Store,Plan change,Pending
1716,4065,20121022,App,Invoice question,Pending
1717,1737,20160925,App,Complaint,Resolved
1718,4948,19950213,Social Media,Plan change,Pending
1719,1034,20240626,Social Media,Technical issue,Pending
1720,544,20250120,Website,Invoice question,Resolved
1721,1767,20180318,Phone,Cancellation request,Pending
1722,2136,20240904,Social Media,Information,Pending
1723,4831,20230614,Store,Technical issue,In Progress
1724,2464,20250601,Phone,Cancellation request,Resolved
1725,2203,20220917,Store,Complaint,Pending
1726,4589,20220329,Social Media,Complaint,In Progress
1727,3424,20071029,Social Media,Information,In Progress
1728,512,20240725,Website,Technical issue,Resolved
1729,2025,20020213,Store,Cancellation request,Pending
1730,4735,20210121,Social Media,Cancellation request,Pending
1731,1803,20201129,Social Media,Technical issue,Pending
1732,2328,20191007,Phone,Information,Resolved
1733,1380,20231107,Social Media,Technical issue,Resolved
1734,1588,20181027,Social Media,Invoice question,Pending
1735,2626,20150217,Website,Information,Pending
1736,4199,20210410,Store,Plan change,In Progress
1737,3747,19991227,Phone,Technical issue,In Progress
1738,1508,20100109,Store,Cancellation request,Pending
1739,2819,20020219,Phone,Plan change,Resolved
1740,3520,19960625,Phone,Invoice question,In Progress
1741,807,20160812,Social Media,Invoice question,Pending
1742,2925,20250604,Phone,Invoice question,In Progress
1743,3771,20250409,Social Media,Complaint,Pending
1744,2767,19980617,Phone,Invoice question,In Progress
1745,250,20241013,Social Media,Plan change,Pending
1746,3135,19970111,Social Media,Invoice question,Pending
1747,325,20250127,Store,Plan change,Pending
1748,415,20120527,Social Media,Complaint,In Progress
1749,673,20151122,Social Media,Complaint,Pending
1750,1234,20250527,Phone,Technical issue,Pending
1751,2277,20150615,Store,Complaint,Resolved
1752,1421,20111211,Phone,Cancellation request,Resolved
1753,697,20250307,Website,Complaint,Pending
1754,2715,20250407,Website,Cancellation request,Pending
1755,3720,20221022,App,Information,Pending
1756,3187,20070616,Store,Cancellation request,Pending
1757,1403,20250418,Website,Invoice question,Pending
1758,1826,20241014,App,Complaint,Pending
1759,3322,20200519,Phone,Cancellation request,Pending
1760,2521,20241105,Store,Technical issue,Pending
1761,1150,19850725,Phone,Plan change,In Progress
1762,4852,20250511,Social Media,Plan change,Pending
1763,1935,20230312,Store,Complaint,In Progress
1764,4093,20220321,App,Information,Pending
1765,2439,20230220,App,Invoice question,Pending
1766,3591,20190207,Social Media,Information,Pending
1767,833,20171101,App,Invoice question,Pending
1768,4093,20240113,Phone,Complaint,In Progress
1769,187,20140920,Phone,Information,Resolved
1770,3007,20250323,App,Technical issue,Resolved
1771,293,20101205,App,Plan change,Pending
1772,3599,20240307,App,Cancellation request,In Progress
1773,4966,20250317,Social Media,Cancellation request,Resolved
1774,3973,20160531,Phone,Technical issue,Resolved
1775,698,20230221,Store,Technical issue,In Progress
1776,4292,20240310,App,Complaint,Resolved
1777,3307,20220606,Store,Invoice question,In Progress
1778,14,20171031,Store,Cancellation request,Resolved
1779,2221,20231018,Phone,Complaint,In Progress
1780,3217,20160613,Phone,Information,Pending
1781,3226,20030108,Social Media,Cancellation request,Pending
1782,991,20230827,App,Cancellation request,Resolved
1783,4509,20240724,Store,Technical issue,In Progress
1784,2540,20120509,Website,Information,In Progress
1785,535,20250217,Store,Complaint,In Progress
1786,4388,20111222,Website,Cancellation request,Pending
1787,1672,20211021,Store,Complaint,Resolved
1788,367,20140120,Store,Invoice question,Pending
1789,66,20161114,App,Technical issue,Resolved
1790,1857,20110417,Phone,Plan change,Pending
1791,2943,20240606,Website,Invoice question,Pending
1792,4514,20240713,Website,Cancellation request,In Progress
1793,4226,20191126,App,Cancellation request,Pending
1794,4041,20230904,Website,Plan change,Pending
1795,1765,20191214,Social Media,Cancellation request,Resolved
1796,1902,19730603,App,Plan change,In Progress
1797,1697,20250526,Social Media,Information,Resolved
1798,746,20250226,Store,Information,Resolved
1799,2050,20250611,Website,Information,Pending
1800,1238,19970709,Social Media,Complaint,Resolved
1801,4927,20141213,Phone,Information,In Progress
1802,4543,20231110,App,Plan change,Pending
1803,3927,20100622,App,Technical issue,In Progress
1804,755,20220809,Phone,Technical issue,In Progress
1805,1276,20140904,Store,Invoice question,Pending
1806,3050,20121104,App,Plan change,Resolved
1807,4640,20230907,App,Invoice question,Resolved
1808,1113,20230305,Phone,Complaint,Resolved
1809,4620,20220806,Store,Invoice question,In Progress
1810,2065,20200924,Store,Technical issue,Resolved
1811,4728,20121231,App,Information,Pending
1812,2759,20200719,Phone,Cancellation request,Pending
1813,389,20250311,Phone,Technical issue,Resolved
1814,2001,20250516,Website,Plan change,Resolved
1815,4995,20231213,Store,Invoice question,Pending
1816,2131,20210402,Website,Complaint,In Progress
1817,3961,20241220,App,Invoice question,Resolved
1818,4882,20140326,Website,Complaint,In Progress
1819,1390,20200820,Website,Complaint,In Progress
1820,89,20080717,Store,Technical issue,In Progress
1821,257,20241005,Social Media,Cancellation request,Pending
1822,2927,20081012,Store,Cancellation request,Resolved
1823,1370,20181203,App,Cancellation request,Pending
1824,3444,19960614,Phone,Cancellation request,Resolved
1825,522,20240907,App,Cancellation request,Resolved
1826,2937,20230727,Store,Complaint,Pending
1827,984,20240522,Website,Plan change,Pending
1828,4160,20250305,Phone,Plan change,Resolved
1829,4935,20240116,App,Technical issue,Resolved
1830,391,20221023,Store,Technical issue,Resolved
1831,2770,20210729,Phone,Complaint,Resolved
1832,2967,20020409,App,Invoice question,Resolved
1833,801,20210922,Store,Information,Resolved
1834,241,20240606,Website,Information,Pending
1835,2868,20120412,Store,Invoice question,Pending
1836,3375,20130104,Website,Invoice question,Resolved
1837,535,20240907,Phone,Plan change,Pending
1838,3566,20220129,Store,Invoice question,Resolved
1839,3087,20150513,Phone,Plan change,In Progress
1840,3646,20150920,Phone,Technical issue,Pending
1841,3307,20220822,App,Cancellation request,Pending
1842,2768,20190721,Phone,Cancellation request,Resolved
1843,1067,20181121,Website,Cancellation request,Pending
1844,42,20250323,App,Cancellation request,Pending
1845,56,20051102,Website,Technical issue,Resolved
1846,2398,19890515,Social Media,Complaint,Pending
1847,113,20160206,Website,Cancellation request,Pending
1848,577,20181127,Website,Complaint,Pending
1849,1293,20090314,Store,Cancellation request,Pending
1850,223,20250606,Store,Invoice question,Pending
1851,3659,20221125,App,Complaint,Resolved
1852,4304,19990803,App,Complaint,In Progress
1853,1234,20250604,Phone,Plan change,Resolved
1854,1189,20170407,App,Information,Resolved
1855,67,20210904,Website,Complaint,Pending
1856,4036,20240304,Store,Complaint,In Progress
1857,99,20250514,Social Media,Cancellation request,In Progress
1858,995,19820526,App,Plan change,In Progress
1859,2587,20241013,Phone,Plan change,In Progress
1860,271,20210318,App,Cancellation request,Resolved
1861,3181,20231101,Social Media,Plan change,Pending
1862,1261,20230213,Phone,Technical issue,In Progress
1863,1760,20250525,Website,Cancellation request,In Progress
1864,3076,20250401,Website,Complaint,In Progress
1865,2734,20230408,Phone,Cancellation request,In Progress
1866,3313,20170923,Phone,Invoice question,In Progress
1867,1865,20210415,App,Information,Resolved
1868,2883,20131230,Store,Cancellation request,In Progress
1869,583,20240422,Social Media,Invoice question,Pending
1870,2715,20250515,Store,Complaint,In Progress
1871,1309,20220613,Website,Plan change,Pending
1872,4130,20121025,Store,Plan change,Resolved
1873,1174,20211229,Website,Plan change,Pending
1874,3592,20140930,Store,Technical issue,In Progress
1875,3591,20161020,Phone,Complaint,Pending
1876,1007,20190311,Social Media,Technical issue,Resolved
1877,4553,20180903,Social Media,Plan change,Resolved
1878,3657,20210424,Phone,Invoice question,In Progress
1879,3067,20010831,Store,Plan change,Resolved
1880,4080,20040222,Social Media,Complaint,Resolved
1881,412,20130419,App,Technical issue,In Progress
1882,3729,20241002,Social Media,Technical issue,Resolved
1883,3279,19900506,Social Media,Information,Resolved
1884,3607,20181227,Website,Information,Resolved
1885,626,20210218,Social Media,Technical issue,In Progress
1886,2692,20181007,App,Complaint,In Progress
1887,3409,19830713,Store,Cancellation request,Pending
1888,4304,20191106,Phone,Invoice question,In Progress
1889,3603,20180319,Social Media,Cancellation request,In Progress
1890,1197,20150618,Store,Complaint,Resolved
1891,3923,19970502,Phone,Invoice question,In Progress
1892,3385,20250228,Social Media,Complaint,Pending
1893,1898,20200105,App,Cancellation request,In Progress
1894,1652,20250602,App,Technical issue,In Progress
1895,2346,20250426,Website,Plan change,Resolved
1896,214,20061015,Store,Technical issue,Pending
1897,3679,20060309,Social Media,Information,In Progress
1898,4857,20100124,Social Media,Plan change,Pending
1899,4894,20241115,Social Media,Complaint,Resolved
1900,1853,20240902,Social Media,Plan change,Pending
1901,4017,20181211,Phone,Technical issue,Pending
1902,161,20171209,Website,Technical issue,In Progress
1903,2869,19971219,Phone,Information,Pending
1904,1549,20190224,Website,Technical issue,Pending
1905,1826,20241222,Social Media,Complaint,In Progress
1906,488,20010629,Phone,Technical issue,Resolved
1907,4288,20210203,Store,Complaint,Resolved
1908,3174,20081031,App,Invoice question,Resolved
1909,2970,20250526,Social Media,Invoice question,In Progress
1910,4820,19940507,Phone,Technical issue,In Progress
1911,1799,20181109,Website,Invoice question,Pending
1912,3382,20250321,App,Invoice question,Pending
1913,52,20230128,Store,Cancellation request,In Progress
1914,409,20200622,Social Media,Cancellation request,Pending
1915,4092,20220311,Social Media,Technical issue,Pending
1916,4985,20250603,App,Invoice question,In Progress
1917,2127,20200504,Website,Complaint,In Progress
1918,2465,20211205,Website,Information,Resolved
1919,604,20250531,App,Technical issue,Resolved
1920,4027,20060225,App,Complaint,In Progress
1921,3349,20240429,Website,Cancellation request,In Progress
1922,166,20070130,App,Complaint,In Progress
1923,1279,20151029,Social Media,Complaint,In Progress
1924,2061,20210815,Social Media,Invoice question,In Progress
1925,3256,20241025,Store,Invoice question,Resolved
1926,2807,20170603,Social Media,Cancellation request,Pending
1927,2471,20211119,Phone,Technical issue,Pending
1928,974,20190414,App,Technical issue,Resolved
1929,514,20191122,Website,Cancellation request,Resolved
1930,4020,20120318,App,Cancellation request,Pending
1931,4658,20250320,App,Technical issue,Pending
1932,4288,20200726,Store,Invoice question,In Progress
1933,4709,20220810,Phone,Complaint,In Progress
1934,4517,20250325,Store,Cancellation request,Pending
1935,1013,20250111,App,Invoice question,In Progress
1936,1591,20190101,Website,Information,Pending
1937,2342,20100815,App,Invoice question,Resolved
1938,1834,20250324,Website,Cancellation request,In Progress
1939,1526,20240630,Social Media,Plan change,Pending
1940,102,20240702,Store,Cancellation request,Pending
1941,1955,20191208,Store,Complaint,In Progress
1942,4928,20181004,Phone,Complaint,Resolved
1943,4662,20230812,Store,Plan change,In Progress
1944,499,19960303,Store,Technical issue,Pending
1945,3851,19970131,Store,Invoice question,Resolved
1946,3921,20061121,App,Cancellation request,Resolved
1947,1918,20240828,Social Media,Complaint,In Progress
1948,2541,20220821,Website,Complaint,Resolved
1949,4604,20231007,App,Complaint,Resolved
1950,432,20230103,App,Complaint,In Progress
1951,1313,20250207,App,Invoice question,Pending
1952,1582,20170907,Website,Information,Resolved
1953,1982,20230727,App,Complaint,Resolved
1954,3820,20230421,Store,Cancellation request,In Progress
1955,997,20090127,Store,Information,In Progress
1956,1615,20211217,Website,Information,In Progress
1957,2330,20250405,Website,Complaint,Pending
1958,3193,20241217,Store,Cancellation request,Resolved
1959,4406,20180428,Store,Cancellation request,In Progress
1960,567,20010924,App,Technical issue,Pending
1961,4103,20120912,Social Media,Plan change,In Progress
1962,1168,20210111,App,Cancellation request,In Progress
1963,1529,20150611,App,Information,Pending
1964,3789,20240810,App,Plan change,In Progress
1965,3610,20220705,Social Media,Invoice question,In Progress
1966,3196,20190124,App,Invoice question,Resolved
1967,2896,20240830,Store,Technical issue,In Progress
1968,1238,19960811,Phone,Information,Resolved
1969,2835,20250403,Phone,Invoice question,Pending
1970,315,20201224,Website,Information,Resolved
1971,2065,20200721,Website,Plan change,Pending
1972,4187,20250409,Store,Cancellation request,Pending
1973,1220,20230525,Phone,Invoice question,Resolved
1974,4161,20250522,Website,Invoice question,Resolved
1975,3012,20250526,Phone,Complaint,Pending
1976,814,20241207,Phone,Invoice question,In Progress
1977,2231,20180203,App,Cancellation request,Pending
1978,4882,20121024,Website,Invoice question,In Progress
1979,3862,20210504,App,Plan change,In Progress
1980,1612,20240622,Phone,Information,Pending
1981,3559,20250506,Store,Information,Resolved
1982,2786,19860605,App,Cancellation request,Resolved
1983,2169,20241027,Store,Invoice question,Pending
1984,3506,20241215,Phone,Plan change,In Progress
1985,1391,20250310,Store,Complaint,Resolved
1986,145,20200708,Social Media,Plan change,Pending
1987,2337,19971017,Store,Complaint,Pending
1988,3864,20201004,Store,Complaint,In Progress
1989,4552,20030501,Social Media,Technical issue,Pending
1990,3910,20240515,Website,Complaint,Pending
1991,4545,20231222,Social Media,Invoice question,Pending
1992,950,20240828,Phone,Technical issue,Resolved
1993,4898,19970319,Phone,Cancellation request,Pending
1994,1651,20241003,Social Media,Complaint,Pending
1995,4190,20240614,Phone,Cancellation request,In Progress
1996,1250,20160617,Website,Plan change,In Progress
1997,3911,20221108,App,Complaint,Resolved
1998,2312,20220628,Store,Information,In Progress
1999,1627,19860916,Social Media,Complaint,Resolved
2000,2032,20220716,App,Invoice question,In Progress
2001,3964,20110604,Phone,Technical issue,Resolved
2002,1031,20210414,Phone,Invoice question,In Progress
2003,3864,20160805,App,Complaint,Resolved
2004,4955,19940413,Store,Technical issue,In Progress
2005,643,20250604,Social Media,Cancellation request,Resolved
2006,600,20160428,App,Plan change,Resolved
2007,2188,20140701,Phone,Invoice question,Pending
2008,4678,20180411,Phone,Technical issue,Resolved
2009,2971,20180427,App,Information,In Progress
2010,1532,20241023,App,Complaint,Resolved
2011,2397,20220902,Website,Cancellation request,Resolved
2012,474,20181107,Website,Information,Pending
2013,2429,20140315,Phone,Complaint,Pending
2014,631,20221130,Store,Complaint,Resolved
2015,955,20220306,Phone,Information,Resolved
2016,3300,20150721,Store,Cancellation request,Resolved
2017,1948,20201231,Social Media,Plan change,Pending
2018,1250,20210216,Store,Technical issue,Pending
2019,1436,20210507,Social Media,Invoice question,Pending
2020,1792,20200228,App,Plan change,Resolved
2021,2407,20240123,Website,Invoice question,In Progress
2022,4929,20191010,Website,Information,Resolved
2023,1,20230113,App,Plan change,Resolved
2024,1651,20061025,Website,Invoice question,Pending
2025,1359,20060630,Website,Technical issue,Pending
2026,2061,20201121,Store,Cancellation request,In Progress
2027,2611,20200111,Phone,Cancellation request,Resolved
2028,2704,19950310,App,Information,Resolved
2029,3463,20250114,App,Complaint,In Progress
2030,4055,20061203,App,Complaint,Pending
2031,1304,20230717,Phone,Complaint,Resolved
2032,3302,20250603,Store,Invoice question,Pending
2033,4038,20240307,Social Media,Information,In Progress
2034,167,20140820,Store,Complaint,In Progress
2035,1829,20231121,Website,Cancellation request,In Progress
2036,1593,20050924,Phone,Complaint,Resolved
2037,2744,20240427,Phone,Plan change,In Progress
2038,707,20070202,Website,Information,Pending
2039,4169,20150817,Phone,Information,Pending
2040,2000,20250304,Phone,Information,Resolved
2041,679,20231226,Phone,Plan change,Resolved
2042,176,20250303,App,Complaint,Resolved
2043,448,20030706,Phone,Complaint,Resolved
2044,1728,20060226,Website,Complaint,In Progress
2045,1216,20250501,Social Media,Information,In Progress
2046,2191,20221114,Social Media,Cancellation request,In Progress
2047,3025,20230329,App,Invoice question,Resolved
2048,2831,20240206,Phone,Invoice question,Resolved
2049,4666,20221007,App,Invoice question,Resolved
2050,3023,20140416,Phone,Complaint,Resolved
2051,1877,20180214,App,Cancellation request,Pending
2052,3122,20140117,Website,Plan change,Resolved
2053,3998,20200923,Website,Technical issue,Pending
2054,42,20240724,Social Media,Plan change,Resolved
2055,2280,20181203,Website,Cancellation request,Pending
2056,1236,20250603,Website,Complaint,Pending
