invoice_id,customer_id,due_date_id,payment_date_id,total_amount,paid_amount,invoice_status
4715,4190,20211121,20211116.0,379.01,379.01,Paid
4716,217,20030628,20030626.0,378.16,378.16,Paid
4717,63,20120918,20120913.0,116.08,116.08,Paid
4718,1355,20050313,20050312.0,247.03,247.03,Paid
4719,3991,19840218,19840217.0,220.19,220.19,Paid
4720,4931,20250102,20250102.0,59.55,59.55,Paid
4721,2216,20231208,20231203.0,101.98,101.98,Paid
4722,441,20021226,20021223.0,38.96,38.96,Paid
4723,265,20211205,20211203.0,288.18,288.18,Paid
4724,91,20250320,20250319.0,341.85,341.85,Paid
4725,4799,20240701,20240626.0,371.67,371.67,Paid
4726,1610,20170125,20170124.0,279.95,279.95,Paid
4727,333,20200831,20200829.0,50.65,50.65,Paid
4728,3646,19960612,19960609.0,201.82,201.82,Paid
4729,1012,19991128,19991124.0,38.13,38.13,Paid
4730,1516,20231212,20231208.0,126.15,126.15,Paid
4731,3859,20230111,20230106.0,278.72,278.72,Paid
4732,3844,20160609,20160608.0,188.86,188.86,Paid
4733,831,20250316,20250313.0,263.71,263.71,Paid
4734,4034,20090711,,253.31,0.0,Overdue
4735,4413,20250126,20250121.0,366.27,366.27,Paid
4736,2037,20170521,,232.5,0.0,Overdue
4737,854,20170729,20170726.0,232.84,232.84,Paid
4738,2553,20250202,20250128.0,286.58,286.58,Paid
4739,1190,20060520,20060520.0,284.5,284.5,Paid
4740,740,20210223,,77.61,0.0,Overdue
4741,3523,20190430,20190425.0,287.71,287.71,Paid
4742,4664,20210625,20210620.0,309.34,309.34,Paid
4743,1004,20201125,20201123.0,43.24,43.24,Paid
4744,700,20160912,20160912.0,153.8,153.8,Paid
4745,3014,20210812,20210807.0,353.78,353.78,Paid
4746,3258,20111226,20111221.0,261.89,261.89,Paid
4747,4052,20210127,20210125.0,89.59,89.59,Paid
4748,1809,20180816,20180811.0,131.71,131.71,Paid
4749,1584,20120204,20120201.0,294.63,294.63,Paid
4750,805,20101122,20101119.0,205.93,205.93,Paid
4751,794,19910307,19910307.0,362.1,362.1,Paid
4752,1978,20240310,20240305.0,277.41,277.41,Paid
4753,1868,19960504,19960501.0,182.79,182.79,Paid
4754,4113,20210426,20210424.0,52.24,52.24,Paid
4755,2838,20231204,,231.83,0.0,Overdue
4756,82,20130923,20130921.0,244.08,244.08,Paid
4757,4972,20240711,20240708.0,219.15,219.15,Paid
4758,3899,20200604,20200601.0,75.7,75.7,Paid
4759,4831,20190623,20190621.0,385.43,385.43,Paid
4760,1678,20210117,20210114.0,276.29,276.29,Paid
4761,741,20060327,20060323.0,79.97,79.97,Paid
4762,1562,20220817,20220813.0,195.01,195.01,Paid
4763,4580,20061022,,424.83,0.0,Overdue
4764,4715,20040724,20040722.0,296.61,296.61,Paid
4765,1607,20210209,20210207.0,184.86,184.86,Paid
4766,2481,20130617,20130614.0,123.61,123.61,Paid
4767,3011,20141122,20141120.0,376.24,376.24,Paid
4768,2195,20241122,20241121.0,177.15,177.15,Paid
4769,3461,20131113,20131109.0,443.3,443.3,Paid
4770,2756,19861021,19861017.0,172.14,172.14,Paid
4771,3242,20031014,,35.6,0.0,Overdue
4772,832,20250108,20250104.0,189.67,189.67,Paid
4773,2350,20220308,20220303.0,218.52,218.52,Paid
4774,13,20160926,20160923.0,362.17,362.17,Paid
4775,1498,20210412,,321.78,0.0,Overdue
4776,2846,20071211,20071206.0,103.35,103.35,Paid
4777,4663,20110305,20110304.0,296.88,296.88,Paid
4778,981,20250528,20250527.0,48.11,48.11,Paid
4779,2447,20191205,20191202.0,176.6,176.6,Paid
4780,1829,20190123,20190118.0,162.72,162.72,Paid
4781,4983,20210105,20210103.0,116.25,116.25,Paid
4782,2629,20250308,20250306.0,383.84,383.84,Paid
4783,1535,20241008,20241007.0,314.78,314.78,Paid
4784,3532,20250429,20250428.0,219.64,219.64,Paid
4785,594,20230718,20230715.0,145.86,145.86,Paid
4786,2785,19860226,19860225.0,192.45,192.45,Paid
4787,4308,20200817,20200817.0,232.96,232.96,Paid
4788,683,20160727,20160722.0,313.16,313.16,Paid
4789,1141,20231219,20231217.0,411.14,411.14,Paid
4790,2110,20240831,20240831.0,446.25,446.25,Paid
4791,4257,20160808,20160804.0,404.29,404.29,Paid
4792,3261,20241004,20241002.0,121.17,121.17,Paid
4793,3915,19980626,19980621.0,423.22,423.22,Paid
4794,585,20050407,20050407.0,331.21,331.21,Paid
4795,4354,20170128,20170123.0,300.83,300.83,Paid
4796,580,20151007,20151002.0,212.28,212.28,Paid
4797,695,20250517,20250516.0,431.01,431.01,Paid
4798,3062,20200202,20200128.0,210.83,210.83,Paid
4799,2301,20230321,20230320.0,123.79,123.79,Paid
4800,3462,20240622,20240622.0,297.61,297.61,Paid
4801,1430,20230905,,203.05,0.0,Overdue
4802,2722,20240404,20240404.0,328.37,328.37,Paid
4803,2280,20210104,,379.69,0.0,Overdue
4804,4106,20250412,20250408.0,320.86,320.86,Paid
4805,365,20140131,20140129.0,367.36,367.36,Paid
4806,3420,20101018,20101016.0,193.87,193.87,Paid
4807,1707,20130410,,34.21,0.0,Overdue
4808,343,20230109,20230107.0,196.21,196.21,Paid
4809,3931,20220711,20220710.0,267.67,267.67,Paid
4810,3721,20241125,20241125.0,100.34,100.34,Paid
4811,3299,20231224,20231223.0,378.37,378.37,Paid
4812,1875,20080925,20080923.0,225.04,225.04,Paid
4813,3200,20180713,20180710.0,185.14,185.14,Paid
4814,1463,20110825,20110821.0,216.79,216.79,Paid
4815,1144,20161106,20161101.0,428.15,428.15,Paid
4816,682,20180214,20180210.0,36.52,36.52,Paid
4817,1216,20250424,20250421.0,179.1,179.1,Paid
4818,1127,20231112,20231111.0,168.4,168.4,Paid
4819,4776,20141023,20141023.0,445.16,445.16,Paid
4820,1277,19840213,19840212.0,419.19,419.19,Paid
4821,3611,20240107,20240103.0,439.67,439.67,Paid
4822,2230,20231114,20231110.0,227.72,227.72,Paid
4823,21,20090715,20090713.0,70.69,70.69,Paid
4824,3045,20230420,20230420.0,88.6,88.6,Paid
4825,877,20160813,20160810.0,223.5,223.5,Paid
4826,2053,20140316,,114.37,0.0,Overdue
4827,1376,20250405,,383.87,0.0,Overdue
4828,181,20190823,20190821.0,445.32,445.32,Paid
4829,3904,20241126,20241121.0,361.08,361.08,Paid
4830,4442,19960821,19960818.0,428.09,428.09,Paid
4831,227,20241107,20241102.0,114.64,114.64,Paid
4832,3348,20150810,20150806.0,105.95,105.95,Paid
4833,1087,20200212,20200209.0,294.68,294.68,Paid
4834,990,20141017,20141014.0,276.33,276.33,Paid
4835,1911,20220130,20220125.0,310.62,310.62,Paid
4836,3915,20050513,20050509.0,200.23,200.23,Paid
4837,3721,20250319,20250318.0,424.79,424.79,Paid
4838,738,20240722,20240720.0,336.52,336.52,Paid
4839,336,19951103,19951103.0,315.26,315.26,Paid
4840,3903,20170623,20170619.0,359.87,359.87,Paid
4841,852,20160725,20160722.0,87.48,87.48,Paid
4842,627,20211201,,186.47,0.0,Overdue
4843,2173,20250202,20250201.0,439.3,439.3,Paid
4844,3838,20180504,20180503.0,166.23,166.23,Paid
4845,4317,20241003,,246.16,0.0,Overdue
4846,2186,20220222,20220218.0,151.28,151.28,Paid
4847,3390,20240712,20240708.0,439.28,439.28,Paid
4848,357,20250214,20250214.0,165.73,165.73,Paid
4849,1805,19970629,19970628.0,369.73,369.73,Paid
4850,3720,20241023,20241023.0,254.41,254.41,Paid
4851,349,20230127,20230123.0,400.0,400.0,Paid
4852,1923,20160225,20160223.0,344.67,344.67,Paid
4853,2982,20180211,20180206.0,200.17,200.17,Paid
4854,3841,20190212,20190212.0,94.39,94.39,Paid
4855,3006,20220817,20220816.0,224.0,224.0,Paid
4856,182,20150728,20150723.0,134.14,134.14,Paid
4857,1557,20210717,20210717.0,231.11,231.11,Paid
4858,2709,20100803,20100730.0,219.45,219.45,Paid
4859,1406,20130304,20130301.0,371.36,371.36,Paid
4860,1449,20160928,20160924.0,255.31,255.31,Paid
4861,2518,20250325,,56.84,0.0,Overdue
4862,1619,20090720,20090715.0,129.0,129.0,Paid
4863,4625,20131018,,259.14,0.0,Overdue
4864,1113,20240817,20240813.0,399.63,399.63,Paid
4865,844,20081227,20081222.0,81.04,81.04,Paid
4866,3126,20240403,20240403.0,309.44,309.44,Paid
4867,4960,19900717,19900713.0,30.62,30.62,Paid
4868,1034,20090529,20090528.0,136.88,136.88,Paid
4869,945,20230702,,320.32,0.0,Overdue
4870,4957,20020202,20020202.0,356.49,356.49,Paid
4871,4750,20230411,,267.51,0.0,Overdue
4872,4430,20151208,20151207.0,65.01,65.01,Paid
4873,4385,20230802,20230730.0,61.29,61.29,Paid
4874,2526,20130119,20130119.0,183.58,183.58,Paid
4875,396,20171208,,71.75,0.0,Overdue
4876,1564,20060829,20060826.0,118.5,118.5,Paid
4877,849,20250424,20250424.0,401.13,401.13,Paid
4878,4715,20040514,20040510.0,227.28,227.28,Paid
4879,3559,20230817,20230812.0,82.82,82.82,Paid
4880,714,20110614,,129.76,0.0,Overdue
4881,1686,20241206,,351.5,0.0,Overdue
4882,843,20230917,20230916.0,334.1,334.1,Paid
4883,4156,20240917,20240914.0,429.01,429.01,Paid
4884,1063,20221201,20221201.0,53.21,53.21,Paid
4885,2246,19880617,,245.42,0.0,Overdue
4886,2830,20201227,20201223.0,69.86,69.86,Paid
4887,3806,20051223,20051218.0,52.93,52.93,Paid
4888,3498,20111125,20111122.0,401.52,401.52,Paid
4889,4567,20000719,20000718.0,109.54,109.54,Paid
4890,1238,20250201,20250201.0,408.43,408.43,Paid
4891,27,20200408,20200406.0,157.95,157.95,Paid
4892,1427,20060315,20060310.0,279.9,279.9,Paid
4893,4650,20250529,20250529.0,430.96,430.96,Paid
4894,4420,20220814,20220812.0,195.26,195.26,Paid
4895,1134,20250424,20250421.0,139.74,139.74,Paid
4896,4359,19750806,19750804.0,397.55,397.55,Paid
4897,2879,20131004,20131002.0,424.57,424.57,Paid
4898,2807,20240113,20240111.0,56.22,56.22,Paid
4899,3016,20240521,20240516.0,444.29,444.29,Paid
4900,4413,20240916,20240911.0,92.36,92.36,Paid
4901,4448,20120822,20120820.0,346.89,346.89,Paid
4902,4006,19950826,19950824.0,229.03,229.03,Paid
4903,2258,20220817,20220813.0,62.47,62.47,Paid
4904,4613,20171108,20171108.0,32.84,32.84,Paid
4905,2019,19860701,19860701.0,293.43,293.43,Paid
4906,3825,20220811,20220809.0,230.84,230.84,Paid
4907,2692,20240525,20240520.0,333.87,333.87,Paid
4908,3336,19980702,19980628.0,412.91,412.91,Paid
4909,1508,20220710,,202.5,0.0,Overdue
4910,3031,20130916,20130913.0,282.16,282.16,Paid
4911,892,20150805,,149.7,0.0,Overdue
4912,1103,20250309,20250306.0,300.73,300.73,Paid
4913,3514,20210408,20210407.0,327.33,327.33,Paid
4914,64,20241013,20241009.0,429.29,429.29,Paid
4915,864,20160221,20160220.0,201.67,201.67,Paid
4916,2310,20240525,,433.36,0.0,Overdue
4917,1106,20221016,20221012.0,34.03,34.03,Paid
4918,4342,20230626,,82.06,0.0,Overdue
4919,2720,20150121,20150116.0,415.61,415.61,Paid
4920,2372,20190902,20190831.0,423.41,423.41,Paid
4921,628,19890110,19890105.0,350.3,350.3,Paid
4922,2409,19950114,19950110.0,342.5,342.5,Paid
4923,3397,19951018,19951014.0,169.48,169.48,Paid
4924,4241,20240726,,244.72,0.0,Overdue
4925,3624,20221109,20221105.0,199.61,199.61,Paid
4926,3874,20240516,20240512.0,211.37,211.37,Paid
4927,709,20250516,20250512.0,345.41,345.41,Paid
4928,2385,20091123,20091123.0,224.16,224.16,Paid
4929,2749,20230705,,296.71,0.0,Overdue
4930,135,20250414,20250414.0,449.31,449.31,Paid
4931,4805,20231203,20231130.0,277.9,277.9,Paid
4932,1045,20200621,20200619.0,368.77,368.77,Paid
4933,2261,20230915,20230911.0,199.92,199.92,Paid
4934,3986,20250102,20241231.0,364.57,364.57,Paid
4935,4723,20131230,20131226.0,398.89,398.89,Paid
4936,3059,20140425,20140422.0,71.45,71.45,Paid
4937,3613,20170713,20170712.0,410.51,410.51,Paid
4938,2876,20220425,20220423.0,46.44,46.44,Paid
4939,2613,20231222,20231221.0,96.16,96.16,Paid
4940,1103,20250226,,182.18,0.0,Overdue
4941,4260,20170914,20170914.0,85.4,85.4,Paid
4942,3127,20110523,20110519.0,218.19,218.19,Paid
4943,1449,20170429,20170424.0,272.47,272.47,Paid
4944,4111,20160916,20160913.0,86.72,86.72,Paid
4945,1249,20211129,20211126.0,154.31,154.31,Paid
4946,4857,20160112,20160108.0,57.11,57.11,Paid
4947,1851,20220920,20220916.0,70.58,70.58,Paid
4948,3090,20220325,20220324.0,190.74,190.74,Paid
4949,4963,20250525,20250520.0,449.57,449.57,Paid
4950,4788,20141113,20141108.0,427.58,427.58,Paid
4951,1252,20220630,20220630.0,242.5,242.5,Paid
4952,820,20220514,,306.44,0.0,Overdue
4953,1616,20221021,20221016.0,163.4,163.4,Paid
4954,2634,20190828,20190828.0,130.56,130.56,Paid
4955,2112,20020419,,193.03,0.0,Overdue
4956,1519,20150817,20150815.0,360.4,360.4,Paid
4957,2984,20160525,20160525.0,204.13,204.13,Paid
4958,3053,20221118,,250.74,0.0,Overdue
4959,3462,20240527,20240527.0,174.28,174.28,Paid
4960,3311,20240221,20240219.0,101.39,101.39,Paid
4961,2887,20241030,20241030.0,177.84,177.84,Paid
4962,468,20140528,20140527.0,168.77,168.77,Paid
4963,4530,20200606,20200605.0,324.54,324.54,Paid
4964,559,20221001,20220926.0,239.06,239.06,Paid
4965,3661,20240609,20240609.0,218.89,218.89,Paid
4966,2858,20190416,20190416.0,238.26,238.26,Paid
4967,4027,20160617,20160614.0,208.02,208.02,Paid
4968,159,20250224,20250224.0,328.11,328.11,Paid
4969,4307,20111114,20111110.0,378.67,378.67,Paid
4970,3400,20160601,20160528.0,297.9,297.9,Paid
4971,4535,20240805,20240801.0,91.15,91.15,Paid
4972,4345,20250526,,380.77,0.0,Overdue
4973,2302,20170409,20170405.0,445.28,445.28,Paid
4974,4405,20220421,,407.0,0.0,Overdue
4975,2216,20130901,20130829.0,135.92,135.92,Paid
4976,3223,20150914,20150912.0,194.34,194.34,Paid
4977,402,20230730,20230730.0,158.53,158.53,Paid
4978,3876,20220301,20220301.0,350.68,350.68,Paid
4979,3445,20100629,,42.88,0.0,Overdue
4980,4142,20250530,20250525.0,241.98,241.98,Paid
4981,2526,20070308,20070305.0,268.25,268.25,Paid
4982,376,20120124,20120119.0,320.95,320.95,Paid
4983,1749,20210630,20210629.0,365.41,365.41,Paid
4984,755,20121116,20121114.0,268.08,268.08,Paid
4985,3133,20190327,20190326.0,320.33,320.33,Paid
4986,262,20180504,,434.17,0.0,Overdue
4987,3159,20220218,20220218.0,440.43,440.43,Paid
4988,2446,20220225,20220223.0,390.17,390.17,Paid
4989,863,20170608,,286.41,0.0,Overdue
4990,3963,20201003,20201002.0,155.4,155.4,Paid
4991,4948,20240830,20240830.0,371.99,371.99,Paid
4992,918,20190719,20190718.0,172.21,172.21,Paid
4993,4130,20151128,20151127.0,349.16,349.16,Paid
4994,4465,20230224,20230221.0,424.25,424.25,Paid
4995,1128,20181002,20180929.0,170.54,170.54,Paid
4996,3332,20030311,20030309.0,372.2,372.2,Paid
4997,640,20130728,20130727.0,446.59,446.59,Paid
4998,4872,20250321,20250318.0,147.82,147.82,Paid
4999,78,20010126,20010122.0,431.52,431.52,Paid
5000,2812,20230513,20230510.0,228.7,228.7,Paid
5001,2464,20190915,,393.66,0.0,Overdue
5002,2805,19920606,19920606.0,246.7,246.7,Paid
5003,2632,20220603,20220530.0,275.89,275.89,Paid
5004,3090,20230324,20230321.0,307.15,307.15,Paid
5005,4100,20080705,20080704.0,303.67,303.67,Paid
5006,1488,20241022,20241017.0,168.38,168.38,Paid
5007,3099,20110710,,155.39,0.0,Overdue
5008,2840,20250427,20250426.0,389.81,389.81,Paid
5009,4613,20220927,20220924.0,88.31,88.31,Paid
5010,4888,20240308,20240305.0,228.7,228.7,Paid
5011,2017,20230430,20230430.0,397.16,397.16,Paid
5012,3556,20210209,20210209.0,74.94,74.94,Paid
5013,1860,20211211,20211206.0,384.13,384.13,Paid
5014,2271,20180317,20180316.0,350.05,350.05,Paid
5015,173,20250430,20250427.0,250.53,250.53,Paid
5016,2024,20071107,20071105.0,316.28,316.28,Paid
5017,3405,20231211,20231208.0,418.7,418.7,Paid
5018,2520,20010810,20010809.0,156.8,156.8,Paid
5019,920,20190217,20190214.0,321.82,321.82,Paid
5020,1374,20200806,20200804.0,268.66,268.66,Paid
5021,718,20150412,20150407.0,167.78,167.78,Paid
5022,4022,19920322,19920318.0,92.58,92.58,Paid
5023,3668,20241112,20241108.0,344.94,344.94,Paid
5024,1717,19990413,19990408.0,343.57,343.57,Paid
5025,60,20220320,20220318.0,260.43,260.43,Paid
5026,1699,20021026,20021025.0,89.67,89.67,Paid
5027,3616,20121112,20121108.0,318.93,318.93,Paid
5028,855,20060114,20060110.0,147.22,147.22,Paid
5029,3384,20250411,20250411.0,328.76,328.76,Paid
5030,4866,20250128,,302.24,0.0,Overdue
5031,3798,20160820,20160815.0,63.43,63.43,Paid
5032,3399,20210725,20210724.0,370.98,370.98,Paid
5033,1237,20190722,20190717.0,173.21,173.21,Paid
5034,1929,20171021,20171021.0,250.29,250.29,Paid
5035,185,20000429,20000426.0,393.63,393.63,Paid
5036,4736,20210604,20210601.0,293.22,293.22,Paid
5037,561,20090804,20090801.0,448.23,448.23,Paid
5038,3565,19920921,19920918.0,410.25,410.25,Paid
5039,4377,20230705,20230702.0,111.6,111.6,Paid
5040,4403,20230922,20230919.0,324.57,324.57,Paid
5041,4564,20250410,20250409.0,160.46,160.46,Paid
5042,2799,20140908,20140905.0,159.72,159.72,Paid
5043,148,20070609,20070607.0,198.81,198.81,Paid
5044,2436,20230416,20230411.0,263.97,263.97,Paid
5045,126,20220905,20220902.0,377.46,377.46,Paid
5046,1738,20210111,,220.57,0.0,Overdue
5047,4087,20250430,20250427.0,293.56,293.56,Paid
5048,586,20180517,,295.74,0.0,Overdue
5049,515,20240907,,55.67,0.0,Overdue
5050,4013,20241207,20241204.0,390.42,390.42,Paid
5051,4325,20101029,20101026.0,145.19,145.19,Paid
5052,2788,20060514,20060510.0,174.69,174.69,Paid
5053,4134,20111127,20111127.0,190.94,190.94,Paid
5054,4766,20010407,20010406.0,255.59,255.59,Paid
5055,3582,20240916,20240913.0,193.98,193.98,Paid
5056,530,20230708,20230703.0,327.61,327.61,Paid
5057,2368,20180618,20180614.0,41.44,41.44,Paid
5058,1166,20061204,20061202.0,266.77,266.77,Paid
5059,3729,20190816,20190815.0,296.67,296.67,Paid
5060,949,20050309,20050306.0,319.13,319.13,Paid
5061,1474,19811128,19811124.0,219.48,219.48,Paid
5062,270,20050512,20050510.0,78.72,78.72,Paid
5063,380,20120227,20120222.0,354.94,354.94,Paid
5064,3145,20250510,20250505.0,82.22,82.22,Paid
5065,38,20250324,20250321.0,179.69,179.69,Paid
5066,2857,20220629,20220627.0,54.28,54.28,Paid
5067,1412,20240131,20240129.0,192.6,192.6,Paid
5068,2468,20250220,,255.26,0.0,Overdue
5069,2830,20231204,20231204.0,127.63,127.63,Paid
5070,3128,20250605,20250603.0,395.56,395.56,Paid
5071,3824,20250411,20250411.0,53.34,53.34,Paid
5072,670,20221004,20221004.0,298.9,298.9,Paid
5073,848,20231219,20231216.0,91.13,91.13,Paid
5074,3219,20230527,20230526.0,52.8,52.8,Paid
5075,275,20221215,,313.6,0.0,Overdue
5076,976,20210521,20210519.0,205.32,205.32,Paid
5077,868,20180303,20180303.0,447.88,447.88,Paid
5078,1362,20241202,20241127.0,83.1,83.1,Paid
5079,1930,20050107,20050105.0,195.5,195.5,Paid
5080,2993,20201129,20201126.0,45.55,45.55,Paid
5081,1233,20241031,,218.54,0.0,Overdue
5082,1777,20010707,20010707.0,81.62,81.62,Paid
5083,4462,20100221,20100219.0,325.17,325.17,Paid
5084,3732,20150829,20150827.0,365.72,365.72,Paid
5085,3532,20250606,20250604.0,389.44,389.44,Paid
5086,3339,20190405,20190331.0,102.0,102.0,Paid
5087,593,20241017,20241014.0,123.85,123.85,Paid
5088,791,20250113,,220.79,0.0,Overdue
5089,326,20020916,20020916.0,235.95,235.95,Paid
5090,4260,20131006,20131002.0,216.23,216.23,Paid
5091,2099,20240401,20240328.0,112.93,112.93,Paid
5092,298,19841222,,96.83,0.0,Overdue
5093,4468,20240924,20240922.0,176.18,176.18,Paid
5094,3457,20161121,20161117.0,38.82,38.82,Paid
5095,3833,20240728,20240725.0,76.26,76.26,Paid
5096,3656,20220808,20220808.0,194.05,194.05,Paid
5097,931,20080801,20080729.0,342.68,342.68,Paid
5098,2119,20240630,20240630.0,385.05,385.05,Paid
5099,1262,20241011,,35.26,0.0,Overdue
5100,1000,20170123,20170120.0,81.07,81.07,Paid
5101,3939,20221024,20221023.0,41.45,41.45,Paid
5102,1008,20200210,20200207.0,329.39,329.39,Paid
5103,3000,20200731,20200730.0,66.38,66.38,Paid
5104,4240,20230121,20230118.0,335.92,335.92,Paid
5105,1273,20190114,20190113.0,269.16,269.16,Paid
5106,1988,20250129,20250126.0,86.39,86.39,Paid
5107,1599,20220627,20220624.0,76.57,76.57,Paid
5108,2639,20201213,20201213.0,206.52,206.52,Paid
5109,354,20091118,20091115.0,190.36,190.36,Paid
5110,4639,20250519,20250515.0,220.25,220.25,Paid
5111,3259,20240511,20240506.0,380.39,380.39,Paid
5112,2716,20240704,20240703.0,265.86,265.86,Paid
5113,3494,19900130,19900126.0,439.69,439.69,Paid
5114,1713,20240405,20240331.0,273.68,273.68,Paid
5115,1084,20241119,20241116.0,117.78,117.78,Paid
5116,107,20240705,,366.25,0.0,Overdue
5117,327,20191013,20191009.0,113.31,113.31,Paid
5118,2486,20141106,,34.39,0.0,Overdue
5119,1622,20100819,20100819.0,279.27,279.27,Paid
5120,1227,20140213,20140213.0,163.1,163.1,Paid
5121,2791,20060628,20060626.0,59.06,59.06,Paid
5122,4382,20241002,20240929.0,177.3,177.3,Paid
5123,3234,19910911,19910911.0,237.65,237.65,Paid
5124,1842,20200325,20200323.0,179.7,179.7,Paid
5125,3966,20240512,20240511.0,413.83,413.83,Paid
5126,111,20221203,20221203.0,76.1,76.1,Paid
5127,2855,20220201,20220129.0,35.89,35.89,Paid
5128,3694,20180409,20180407.0,161.3,161.3,Paid
5129,2200,20230906,20230902.0,294.95,294.95,Paid
5130,4427,20250608,20250604.0,197.11,197.11,Paid
5131,2965,20240328,20240324.0,449.22,449.22,Paid
5132,807,20080111,20080109.0,223.09,223.09,Paid
5133,1434,19900119,19900115.0,189.93,189.93,Paid
5134,1292,20110911,20110906.0,368.02,368.02,Paid
5135,4766,20210103,20201231.0,154.09,154.09,Paid
5136,4522,20110227,20110224.0,347.79,347.79,Paid
5137,1364,20250314,20250313.0,87.79,87.79,Paid
5138,1710,20220830,,205.98,0.0,Overdue
5139,4450,20240111,20240107.0,47.53,47.53,Paid
5140,2362,19960522,19960522.0,389.37,389.37,Paid
5141,2343,20191126,20191121.0,306.35,306.35,Paid
5142,2280,20250528,20250525.0,234.06,234.06,Paid
5143,3540,20220222,20220221.0,408.13,408.13,Paid
5144,3659,20231204,20231202.0,189.11,189.11,Paid
5145,1403,20250218,20250214.0,428.12,428.12,Paid
5146,3063,19980112,19980111.0,396.06,396.06,Paid
5147,1777,20000711,20000710.0,341.69,341.69,Paid
5148,597,20220112,20220109.0,88.49,88.49,Paid
5149,1263,19970531,19970528.0,50.49,50.49,Paid
5150,2502,20250524,,333.13,0.0,Overdue
5151,925,20240423,20240423.0,416.35,416.35,Paid
5152,1540,20170726,,232.71,0.0,Overdue
5153,932,20250524,20250522.0,249.95,249.95,Paid
5154,432,20170920,20170918.0,375.14,375.14,Paid
5155,1945,20240202,20240201.0,297.18,297.18,Paid
5156,2153,20101011,,50.04,0.0,Overdue
5157,2607,20130506,20130505.0,160.13,160.13,Paid
5158,2191,20040424,20040424.0,179.33,179.33,Paid
5159,513,20240423,20240422.0,325.0,325.0,Paid
5160,4051,20241125,20241120.0,78.15,78.15,Paid
5161,2151,20010720,20010717.0,356.09,356.09,Paid
5162,4326,20191127,20191123.0,435.22,435.22,Paid
5163,2188,20180430,20180429.0,74.69,74.69,Paid
5164,2576,20250303,20250303.0,93.57,93.57,Paid
5165,2325,20230225,20230222.0,246.02,246.02,Paid
5166,3600,20250320,20250320.0,173.98,173.98,Paid
5167,1233,20240914,20240913.0,140.89,140.89,Paid
5168,3307,20110702,20110628.0,93.78,93.78,Paid
5169,1245,20210914,20210913.0,439.53,439.53,Paid
5170,668,20230513,20230512.0,196.98,196.98,Paid
5171,3051,20180610,20180606.0,248.18,248.18,Paid
5172,4792,20230824,20230822.0,313.08,313.08,Paid
5173,3434,20170710,20170705.0,311.08,311.08,Paid
5174,4588,20201209,20201208.0,382.91,382.91,Paid
5175,4736,20221203,20221130.0,337.04,337.04,Paid
5176,4308,19960803,19960729.0,140.51,140.51,Paid
5177,3779,20241212,20241209.0,57.12,57.12,Paid
5178,1501,20020723,20020723.0,258.47,258.47,Paid
5179,782,20250222,20250221.0,329.74,329.74,Paid
5180,1781,20230707,20230702.0,391.82,391.82,Paid
5181,1847,20240701,20240627.0,112.6,112.6,Paid
5182,2205,20040809,20040809.0,87.44,87.44,Paid
5183,4558,20241024,20241021.0,179.15,179.15,Paid
5184,2473,20111012,20111007.0,183.34,183.34,Paid
5185,1941,20140430,20140430.0,275.45,275.45,Paid
5186,4968,20040408,20040405.0,153.58,153.58,Paid
5187,4337,20041123,20041118.0,195.6,195.6,Paid
5188,612,20220724,20220719.0,37.63,37.63,Paid
5189,1374,20221129,20221126.0,58.4,58.4,Paid
5190,1134,20250308,,320.63,0.0,Overdue
5191,1338,20220402,,291.28,0.0,Overdue
5192,3640,20250127,,70.1,0.0,Overdue
5193,1491,20050822,20050817.0,139.63,139.63,Paid
5194,2594,20060707,20060704.0,216.79,216.79,Paid
5195,1133,20080902,20080901.0,38.31,38.31,Paid
5196,2119,20231110,20231109.0,242.74,242.74,Paid
5197,3075,20111126,20111126.0,354.87,354.87,Paid
5198,4886,19990521,19990519.0,193.26,193.26,Paid
5199,570,20250523,20250522.0,390.57,390.57,Paid
5200,4815,19900606,19900602.0,257.33,257.33,Paid
5201,1721,20171027,,253.58,0.0,Overdue
5202,3283,20180905,20180903.0,332.25,332.25,Paid
5203,2366,20250228,20250226.0,188.88,188.88,Paid
5204,2769,20140813,20140810.0,366.75,366.75,Paid
5205,4973,20231017,20231012.0,55.48,55.48,Paid
5206,1062,20110803,20110802.0,264.17,264.17,Paid
5207,2364,20230721,20230717.0,250.33,250.33,Paid
5208,667,20250531,20250527.0,237.57,237.57,Paid
5209,882,20121021,20121017.0,438.18,438.18,Paid
5210,3926,20210718,,47.86,0.0,Overdue
5211,579,20250121,20250118.0,303.45,303.45,Paid
5212,152,20211107,20211105.0,83.98,83.98,Paid
5213,4352,20230824,,321.13,0.0,Overdue
5214,4222,20231106,20231105.0,31.85,31.85,Paid
5215,3875,20220618,20220617.0,155.37,155.37,Paid
5216,4321,20120216,20120215.0,285.0,285.0,Paid
5217,4670,20160214,20160214.0,309.27,309.27,Paid
5218,1757,20190131,20190128.0,82.04,82.04,Paid
5219,1069,20230723,20230722.0,124.85,124.85,Paid
5220,4170,20240418,20240414.0,316.74,316.74,Paid
5221,299,20241216,20241216.0,324.13,324.13,Paid
5222,1825,20170808,20170803.0,331.64,331.64,Paid
5223,1404,20191213,20191212.0,110.64,110.64,Paid
5224,4495,20080806,20080801.0,239.71,239.71,Paid
5225,2885,19930308,19930305.0,319.33,319.33,Paid
